Index,PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Group,Passenger,InGroup
15,0012_01,Earth,False,TRAPPIST-1e,31.0,False,32.0,0.0,876.0,0.0,0.0,0.0,12,1,False
16,0014_01,Mars,False,55 Cancri e,27.0,False,1286.0,122.0,175.0,0.0,0.0,0.0,14,1,False
17,0015_01,Earth,False,55 Cancri e,24.0,False,0.0,1.0,0.0,0.0,637.0,0.0,15,1,False
18,0016_01,Mars,True,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,1.0,16,1,False
19,0017_01,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,1.0,17,1,True
20,0017_02,Earth,False,55 Cancri e,14.0,False,412.0,0.0,1.0,0.0,679.0,0.0,17,2,True
21,0020_01,Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,20,1,True
22,0020_02,Earth,True,55 Cancri e,49.0,False,0.0,0.0,0.0,0.0,0.0,0.0,20,2,True
23,0020_03,Earth,True,55 Cancri e,29.0,False,0.0,0.0,175.0,0.0,0.0,0.0,20,3,True
24,0020_04,Earth,False,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,1.0,20,4,True
25,0020_05,Earth,True,PSO J318.5-22,1.0,False,223.0,0.0,0.0,0.0,0.0,0.0,20,5,True
26,0020_06,Earth,False,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,0.0,20,6,True
27,0022_01,Mars,False,TRAPPIST-1e,21.0,False,980.0,2.0,69.0,0.0,0.0,0.0,22,1,False
28,0024_01,Europa,True,TRAPPIST-1e,62.0,False,0.0,0.0,175.0,0.0,0.0,1.0,24,1,False
29,0025_01,Earth,False,TRAPPIST-1e,15.0,False,0.0,225.0,0.0,998.0,0.0,0.0,25,1,False
30,0026_01,Europa,False,55 Cancri e,34.0,False,22.0,6073.0,0.0,1438.0,328.0,0.0,26,1,False
31,0028_01,Mars,False,TRAPPIST-1e,43.0,False,1125.0,0.0,136.0,48.0,0.0,0.0,28,1,False
32,0030_01,Earth,False,TRAPPIST-1e,32.0,False,0.0,850.0,81.0,437.0,453.0,0.0,30,1,False
33,0031_01,Mars,False,TRAPPIST-1e,47.0,False,214.0,0.0,1411.0,0.0,1229.0,1.0,31,1,True
34,0031_02,Mars,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,1.0,31,2,True
35,0031_03,Mars,False,TRAPPIST-1e,20.0,False,223.0,0.0,1750.0,990.0,0.0,1.0,31,3,True
36,0034_01,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,1.0,34,1,False
37,0035_01,Mars,False,55 Cancri e,23.0,False,784.0,964.0,0.0,951.0,0.0,0.0,35,1,False
38,0036_01,Earth,False,55 Cancri e,15.0,False,0.0,492.0,48.0,20.0,401.0,0.0,36,1,False
39,0038_01,Earth,False,55 Cancri e,20.0,False,554.0,195.0,0.0,2606.0,0.0,0.0,38,1,False
40,0039_01,Earth,True,55 Cancri e,30.0,False,0.0,0.0,175.0,0.0,0.0,0.0,39,1,False
41,0041_01,Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,1.0,41,1,False
42,0043_01,Europa,False,TRAPPIST-1e,45.0,False,0.0,164.0,45.0,2511.0,855.0,0.0,43,1,False
43,0044_01,Earth,True,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,0.0,44,1,True
44,0044_02,Earth,True,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,1.0,44,2,True
45,0044_03,Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,1.0,44,3,True
46,0045_01,Mars,False,TRAPPIST-1e,21.0,False,970.0,0.0,180.0,0.0,64.0,0.0,45,1,True
47,0045_02,Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,1.0,45,2,True
48,0050_01,Earth,False,55 Cancri e,35.0,False,790.0,0.0,0.0,308.0,0.0,0.0,50,1,False
49,0051_01,Earth,False,TRAPPIST-1e,56.0,False,0.0,112.0,0.0,1379.0,127.0,0.0,51,1,False
50,0052_01,Earth,False,TRAPPIST-1e,29.0,False,4.0,0.0,2.0,4683.0,0.0,0.0,52,1,False
51,0053_01,Earth,False,TRAPPIST-1e,25.0,False,0.0,0.0,1938.0,0.0,1.0,1.0,53,1,False
52,0056_01,Europa,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,1.0,56,1,True
53,0056_02,Europa,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,1.0,56,2,True
54,0056_03,Europa,False,TRAPPIST-1e,27.0,False,279.0,605.0,3374.0,286.0,3.0,1.0,56,3,True
55,0058_01,Earth,True,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0,58,1,False
56,0061_01,Earth,False,TRAPPIST-1e,22.0,False,45.0,1096.0,148.0,1377.0,1.0,0.0,61,1,False
57,0062_01,Earth,False,TRAPPIST-1e,62.0,False,0.0,592.0,0.0,17.0,25.0,0.0,62,1,False
58,0064_01,Mars,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,1.0,64,1,True
59,0064_02,Earth,True,TRAPPIST-1e,33.0,False,0.0,0.0,175.0,0.0,0.0,1.0,64,2,True
60,0066_01,Earth,False,TRAPPIST-1e,62.0,False,1.0,153.0,197.0,0.0,460.0,0.0,66,1,False
61,0067_01,Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,1.0,67,1,True
62,0067_02,Earth,False,TRAPPIST-1e,18.0,False,1.0,258.0,446.0,0.0,0.0,1.0,67,2,True
63,0067_03,Earth,False,55 Cancri e,21.0,False,1946.0,37.0,0.0,0.0,24.0,0.0,67,3,True
64,0068_01,Mars,False,TRAPPIST-1e,29.0,False,793.0,0.0,2.0,253.0,0.0,0.0,68,1,False
65,0069_01,Earth,False,TRAPPIST-1e,42.0,False,887.0,0.0,9.0,6.0,0.0,1.0,69,1,False
66,0070_01,Earth,False,TRAPPIST-1e,19.0,False,190.0,0.0,5.0,1.0,726.0,0.0,70,1,False
67,0071_01,Earth,False,TRAPPIST-1e,17.0,False,16.0,2165.0,0.0,0.0,52.0,0.0,71,1,False
68,0072_01,Earth,False,TRAPPIST-1e,14.0,False,0.0,1.0,0.0,0.0,1063.0,0.0,72,1,False
69,0073_01,Mars,False,PSO J318.5-22,37.0,False,46.0,83.0,738.0,0.0,12.0,0.0,73,1,False
70,0074_01,Europa,False,TRAPPIST-1e,42.0,False,1.0,8397.0,0.0,0.0,506.0,1.0,74,1,False
71,0076_01,Mars,False,TRAPPIST-1e,27.0,False,147.0,0.0,1018.0,0.0,0.0,1.0,76,1,False
72,0077_01,Mars,False,TRAPPIST-1e,28.0,False,14.0,0.0,1295.0,0.0,0.0,1.0,77,1,False
73,0078_01,Europa,False,TRAPPIST-1e,38.0,False,0.0,5840.0,0.0,321.0,9654.0,0.0,78,1,False
74,0081_01,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0,81,1,False
75,0082_01,Mars,False,TRAPPIST-1e,42.0,False,7406.0,0.0,0.0,0.0,0.0,0.0,82,1,True
76,0082_02,Mars,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,1.0,82,2,True
77,0082_03,Mars,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,1.0,82,3,True
78,0084_01,Earth,False,TRAPPIST-1e,24.0,False,688.0,0.0,0.0,0.0,17.0,1.0,84,1,False
79,0085_01,Europa,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,1.0,85,1,False
80,0086_01,Earth,False,TRAPPIST-1e,43.0,False,211.0,0.0,0.0,638.0,513.0,0.0,86,1,False
81,0088_01,Mars,True,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,1.0,88,1,False
82,0090_01,Earth,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,1.0,90,1,False
83,0091_01,Earth,True,TRAPPIST-1e,26.0,False,223.0,0.0,0.0,0.0,0.0,1.0,91,1,True
84,0091_02,Earth,False,TRAPPIST-1e,27.0,False,1.0,697.0,31.0,188.0,0.0,0.0,91,2,True
85,0092_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,670.0,1.0,34.0,0.0,92,1,True
86,0092_02,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,175.0,0.0,0.0,1.0,92,2,True
87,0092_03,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,1.0,92,3,True
88,0097_01,Europa,False,TRAPPIST-1e,54.0,False,0.0,1208.0,0.0,3.0,637.0,0.0,97,1,False
89,0098_01,Earth,False,TRAPPIST-1e,26.0,False,0.0,856.0,5.0,32.0,0.0,0.0,98,1,True
90,0098_02,Earth,False,TRAPPIST-1e,26.0,False,0.0,2811.0,957.0,0.0,87.0,1.0,98,2,True
91,0099_01,Earth,False,PSO J318.5-22,23.0,False,311.0,427.0,526.0,37.0,0.0,0.0,99,1,True
92,0099_02,Earth,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,1.0,99,2,True
93,0101_01,Mars,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,1.0,101,1,False
94,0102_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,830.0,91.0,0.0,102,1,False
95,0103_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,452.0,0.0,0.0,17.0,1.0,103,1,True
96,0103_02,Earth,True,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,1.0,103,2,True
97,0103_03,Earth,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,0.0,103,3,True
98,0105_01,Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,570.0,2.0,131.0,0.0,105,1,False
99,0107_01,Mars,False,TRAPPIST-1e,21.0,False,1743.0,5.0,17.0,0.0,0.0,0.0,107,1,False
100,0108_01,Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0,108,1,True
101,0108_02,Earth,False,TRAPPIST-1e,31.0,False,562.0,0.0,326.0,0.0,0.0,0.0,108,2,True
102,0108_03,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,1.0,108,3,True
103,0110_01,Europa,False,TRAPPIST-1e,32.0,False,0.0,410.0,6.0,3929.0,764.0,0.0,110,1,True
104,0110_02,Europa,False,TRAPPIST-1e,40.0,False,0.0,331.0,0.0,0.0,1687.0,0.0,110,2,True
105,0110_03,Europa,False,TRAPPIST-1e,42.0,False,2209.0,11418.0,0.0,1868.0,445.0,1.0,110,3,True
106,0110_04,Europa,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,1.0,110,4,True
107,0111_01,Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,1.0,111,1,False
108,0112_01,Europa,False,55 Cancri e,48.0,True,0.0,2537.0,87.0,17.0,13.0,1.0,112,1,False
109,0113_01,Earth,False,TRAPPIST-1e,64.0,False,0.0,0.0,804.0,0.0,0.0,1.0,113,1,False
110,0114_01,Earth,False,TRAPPIST-1e,27.0,False,82.0,157.0,429.0,238.0,1.0,0.0,114,1,False
111,0115_01,Mars,False,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,307.0,1.0,115,1,False
112,0116_01,Europa,False,TRAPPIST-1e,33.0,False,1.0,2223.0,0.0,12.0,404.0,1.0,116,1,False
113,0119_01,Earth,False,TRAPPIST-1e,39.0,False,0.0,2344.0,0.0,65.0,6898.0,0.0,119,1,True
114,0119_02,Europa,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,1.0,119,2,True
115,0120_01,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,307.0,1.0,120,1,False
116,0122_01,Earth,False,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,699.0,74.0,0.0,122,1,False
117,0123_01,Earth,False,TRAPPIST-1e,18.0,False,55.0,597.0,49.0,0.0,1.0,0.0,123,1,False
118,0126_01,Mars,True,TRAPPIST-1e,67.0,False,0.0,0.0,0.0,0.0,0.0,1.0,126,1,False
119,0127_01,Mars,False,TRAPPIST-1e,35.0,False,701.0,0.0,296.0,0.0,25.0,0.0,127,1,False
120,0128_01,Mars,False,TRAPPIST-1e,61.0,True,2353.0,334.0,9.0,316.0,2.0,0.0,128,1,True
121,0128_02,Mars,False,TRAPPIST-1e,45.0,False,2103.0,6.0,0.0,0.0,0.0,0.0,128,2,True
122,0129_01,Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,175.0,0.0,0.0,1.0,129,1,False
123,0133_01,Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,1.0,133,1,True
124,0133_02,Mars,False,TRAPPIST-1e,36.0,False,2738.0,0.0,0.0,0.0,0.0,0.0,133,2,True
125,0134_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,14.0,730.0,0.0,0.0,1.0,134,1,False
126,0136_01,Earth,False,PSO J318.5-22,47.0,False,97.0,418.0,126.0,25.0,55.0,0.0,136,1,False
127,0138_01,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,1.0,138,1,True
128,0138_02,Earth,False,TRAPPIST-1e,34.0,False,0.0,22.0,0.0,564.0,207.0,0.0,138,2,True
129,0139_01,Europa,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,1.0,139,1,False
130,0140_01,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,1.0,140,1,True
131,0140_02,Earth,False,TRAPPIST-1e,26.0,False,440.0,0.0,0.0,0.0,462.0,0.0,140,2,True
132,0141_01,Mars,False,TRAPPIST-1e,31.0,False,223.0,0.0,97.0,0.0,0.0,0.0,141,1,False
133,0144_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,420.0,210.0,0.0,0.0,1.0,144,1,False
134,0146_01,Earth,False,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,0.0,146,1,False
135,0147_01,Earth,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,1.0,147,1,False
136,0148_01,Mars,False,TRAPPIST-1e,42.0,False,1072.0,0.0,10.0,0.0,76.0,0.0,148,1,False
137,0149_01,Earth,True,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,1.0,149,1,False
138,0151_01,Earth,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,151,1,False
139,0152_01,Earth,False,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,607.0,0.0,152,1,False
140,0160_01,Earth,False,TRAPPIST-1e,22.0,False,4119.0,0.0,0.0,0.0,61.0,0.0,160,1,False
141,0163_01,Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,1.0,163,1,True
142,0163_02,Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,1.0,163,2,True
143,0164_01,Earth,False,TRAPPIST-1e,57.0,False,50.0,1688.0,0.0,308.0,135.0,1.0,164,1,True
144,0164_02,Earth,True,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,0.0,164,2,True
145,0165_01,Mars,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,1.0,165,1,False
146,0167_01,Mars,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,1.0,167,1,True
147,0167_02,Mars,False,TRAPPIST-1e,27.0,False,1365.0,0.0,48.0,22.0,137.0,0.0,167,2,True
148,0169_01,Earth,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0,169,1,False
149,0170_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,221.0,567.0,0.0,170,1,False
150,0171_01,Earth,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,1.0,171,1,False
151,0172_01,Earth,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,1.0,172,1,False
152,0173_01,Earth,False,TRAPPIST-1e,58.0,False,0.0,985.0,0.0,5.0,0.0,1.0,173,1,False
153,0174_01,Earth,False,55 Cancri e,21.0,False,287.0,0.0,16.0,115.0,175.0,0.0,174,1,False
154,0177_01,Europa,False,TRAPPIST-1e,38.0,False,0.0,10346.0,1.0,14970.0,2111.0,0.0,177,1,False
155,0178_01,Mars,False,TRAPPIST-1e,38.0,False,3414.0,0.0,161.0,28.0,119.0,0.0,178,1,False
156,0179_01,Earth,False,TRAPPIST-1e,19.0,False,1.0,219.0,673.0,2.0,11.0,1.0,179,1,True
157,0179_02,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,179,2,True
158,0179_03,Earth,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,1.0,179,3,True
159,0181_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,3.0,299.0,92.0,0.0,181,1,False
160,0182_01,Europa,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,1.0,182,1,False
161,0183_01,Earth,False,TRAPPIST-1e,37.0,False,17.0,146.0,426.0,0.0,232.0,1.0,183,1,False
162,0186_01,Earth,False,TRAPPIST-1e,25.0,False,62.0,0.0,0.0,0.0,956.0,0.0,186,1,False
163,0188_01,Earth,True,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,1.0,188,1,False
164,0189_01,Earth,False,55 Cancri e,49.0,False,84.0,3.0,401.0,202.0,98.0,0.0,189,1,False
165,0190_01,Earth,True,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,0.0,190,1,False
166,0192_01,Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,1.0,192,1,True
167,0192_02,Earth,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,0.0,192,2,True
168,0192_03,Earth,False,TRAPPIST-1e,39.0,False,0.0,0.0,10.0,898.0,0.0,0.0,192,3,True
169,0193_01,Mars,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,1.0,193,1,True
170,0193_02,Mars,False,TRAPPIST-1e,23.0,False,223.0,0.0,8.0,1072.0,0.0,0.0,193,2,True
171,0193_03,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,1.0,193,3,True
172,0195_01,Mars,False,TRAPPIST-1e,39.0,False,406.0,0.0,867.0,0.0,0.0,1.0,195,1,False
173,0196_01,Mars,False,PSO J318.5-22,25.0,False,1052.0,0.0,719.0,0.0,7.0,0.0,196,1,False
174,0197_01,Europa,False,TRAPPIST-1e,36.0,False,0.0,972.0,0.0,795.0,575.0,0.0,197,1,False
175,0198_01,Earth,False,PSO J318.5-22,52.0,False,0.0,0.0,0.0,0.0,0.0,1.0,198,1,False
176,0199_01,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0,199,1,False
177,0200_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,1.0,200,1,False
178,0201_01,Europa,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,1.0,201,1,True
179,0201_02,Europa,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,1.0,201,2,True
180,0202_01,Europa,True,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,1.0,202,1,True
181,0202_02,Europa,False,55 Cancri e,29.0,False,0.0,2433.0,175.0,878.0,443.0,1.0,202,2,True
182,0203_01,Europa,True,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,1.0,203,1,False
183,0205_01,Earth,False,TRAPPIST-1e,29.0,False,0.0,2.0,66.0,0.0,705.0,0.0,205,1,False
184,0206_01,Europa,False,55 Cancri e,29.0,False,2.0,1720.0,12.0,1125.0,122.0,1.0,206,1,False
185,0207_01,Earth,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0,207,1,False
186,0210_01,Earth,True,55 Cancri e,24.0,False,0.0,0.0,175.0,0.0,0.0,1.0,210,1,False
187,0211_01,Mars,False,TRAPPIST-1e,29.0,False,902.0,1.0,137.0,0.0,0.0,1.0,211,1,True
188,0211_02,Mars,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,1.0,211,2,True
189,0211_03,Mars,False,TRAPPIST-1e,17.0,False,848.0,0.0,307.0,182.0,0.0,0.0,211,3,True
190,0212_01,Earth,False,TRAPPIST-1e,13.0,False,192.0,0.0,0.0,51.0,739.0,0.0,212,1,True
191,0212_02,Earth,False,TRAPPIST-1e,35.0,False,147.0,188.0,0.0,10.0,387.0,0.0,212,2,True
192,0213_01,Earth,False,TRAPPIST-1e,21.0,False,367.0,281.0,0.0,0.0,146.0,0.0,213,1,False
193,0216_01,Earth,False,55 Cancri e,21.0,False,0.0,56.0,0.0,0.0,1918.0,0.0,216,1,False
194,0217_01,Earth,False,TRAPPIST-1e,38.0,False,1517.0,0.0,0.0,27.0,0.0,0.0,217,1,False
195,0219_01,Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,1.0,219,1,False
196,0220_01,Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,1.0,220,1,True
197,0220_02,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,1.0,220,2,True
198,0220_03,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0,220,3,True
199,0220_04,Earth,False,TRAPPIST-1e,25.0,False,122.0,84.0,175.0,0.0,0.0,0.0,220,4,True
200,0220_05,Earth,False,TRAPPIST-1e,16.0,False,0.0,3.0,0.0,0.0,1099.0,0.0,220,5,True
201,0220_06,Earth,False,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,220,6,True
202,0220_07,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,1.0,220,7,True
203,0221_01,Mars,False,55 Cancri e,21.0,False,2237.0,0.0,119.0,0.0,0.0,0.0,221,1,True
204,0221_02,Mars,False,TRAPPIST-1e,23.0,False,1215.0,80.0,1.0,2.0,0.0,0.0,221,2,True
205,0221_03,Mars,False,TRAPPIST-1e,33.0,False,1933.0,12.0,188.0,1.0,0.0,0.0,221,3,True
206,0221_04,Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,1.0,221,4,True
207,0221_05,Mars,False,TRAPPIST-1e,41.0,False,1230.0,0.0,301.0,43.0,1023.0,0.0,221,5,True
208,0221_06,Mars,False,TRAPPIST-1e,16.0,False,915.0,0.0,221.0,234.0,0.0,0.0,221,6,True
209,0221_07,Mars,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0,221,7,True
210,0222_01,Mars,False,TRAPPIST-1e,20.0,False,1406.0,0.0,0.0,11.0,0.0,0.0,222,1,True
211,0222_02,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,1.0,222,2,True
212,0222_03,Mars,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,1.0,222,3,True
213,0223_01,Earth,False,TRAPPIST-1e,21.0,False,0.0,2.0,665.0,0.0,9.0,0.0,223,1,False
214,0224_01,Mars,False,TRAPPIST-1e,32.0,True,181.0,0.0,5.0,1634.0,0.0,0.0,224,1,False
215,0225_01,Earth,True,PSO J318.5-22,58.0,False,0.0,0.0,0.0,0.0,0.0,1.0,225,1,False
216,0229_01,Earth,False,TRAPPIST-1e,24.0,False,4.0,7.0,0.0,713.0,79.0,0.0,229,1,False
217,0231_01,Mars,False,TRAPPIST-1e,30.0,False,85.0,0.0,1.0,1720.0,0.0,0.0,231,1,False
218,0232_01,Earth,True,PSO J318.5-22,27.0,False,0.0,452.0,0.0,0.0,0.0,0.0,232,1,False
219,0233_01,Mars,False,TRAPPIST-1e,32.0,False,56.0,0.0,256.0,1438.0,0.0,0.0,233,1,False
220,0234_01,Earth,False,TRAPPIST-1e,43.0,False,223.0,888.0,0.0,0.0,0.0,0.0,234,1,False
221,0237_01,Europa,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,1.0,237,1,False
222,0239_01,Mars,False,TRAPPIST-1e,37.0,False,637.0,0.0,0.0,92.0,319.0,0.0,239,1,False
223,0240_01,Mars,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,1.0,240,1,False
224,0241_01,Europa,False,55 Cancri e,33.0,False,0.0,1249.0,0.0,4812.0,1116.0,0.0,241,1,False
225,0242_01,Earth,False,TRAPPIST-1e,18.0,False,313.0,1.0,691.0,283.0,0.0,0.0,242,1,False
226,0243_01,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,0.0,243,1,False
227,0244_01,Mars,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,1.0,244,1,True
228,0244_02,Mars,True,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,1.0,244,2,True
229,0245_01,Europa,False,55 Cancri e,46.0,False,0.0,3571.0,0.0,0.0,7.0,1.0,245,1,True
230,0245_02,Europa,False,TRAPPIST-1e,33.0,False,0.0,86.0,796.0,584.0,10912.0,0.0,245,2,True
